Id,Price
4567,161888.30925728226
5925,118473.3383345928
960,142923.24082348746
3848,124072.68294366609
746,193475.2994723465
868,383296.26996917545
672,117867.611824604
2471,208440.4294626722
4510,118704.13408022778
8354,269064.5824953388
6393,171767.75881841235
13270,225259.39075754746
5250,335816.77489764837
16751,159506.35860772908
11404,136083.70331071346
10588,321434.4509618282
14925,181818.61976618026
6791,216025.324292594
16097,179267.297966763
16428,385278.0660737484
6945,342131.78102213546
3190,187034.21524333474
15709,404377.4241500324
13155,150884.51727167034
7675,196386.4147898543
14686,243545.6467908042
609,147994.00952598252
11155,155238.77585514463
10869,212651.80218305264
15742,192150.60291313237
9245,201309.24039773288
3340,174342.40688481924
2359,290233.5905984527
8070,201857.4750919744
13707,118308.50001289145
16079,267808.3169329289
15937,279792.40597966267
14090,182053.76966578662
9008,181704.31934105285
16384,170299.3609014306
11657,248591.42283764444
13151,211363.59974853453
8990,165875.57418277077
11857,185676.9891177675
1565,166399.22621058757
8174,98191.01523873076
9247,231721.95464186717
10478,217196.13635390907
15509,149263.2068971974
8306,266821.1594451039
6642,177881.37647120797
7472,204532.0809967136
15989,136879.701986226
13682,130675.75451498343
163,241168.58765496832
7076,182713.9747154581
7478,309241.01696316974
3029,190057.49597164046
1814,145000.4020003326
10057,118667.15379366676
15100,202926.61790507584
12694,195524.57877192422
6291,185134.36293053188
12603,179503.7035072998
3218,238149.67982755858
13456,131029.87842172431
10170,228583.52484894037
4530,178220.29530541183
13329,174429.7539080368
4820,144705.04762994393
10896,175699.14487119456
13416,125402.90412148615
2701,230650.55959543437
11265,350712.54219413706
9189,245682.6762271769
1858,168967.18668680664
14536,233735.7069335036
6199,251392.70396604118
14730,157534.9345189815
7510,272614.32180465927
15505,161248.26144428502
7446,176555.57556393172
14016,199111.76197907265
14113,126537.56961388061
8721,335712.26940345677
6193,316404.0010960413
5717,184525.98088547296
5427,286184.74534885393
9520,492965.87102760904
6869,104637.28686467838
1658,154945.53697495608
6639,204665.30738337335
6283,193452.46165742807
6257,131605.44579305264
15235,163230.25904326086
902,218515.12055554986
8932,211296.5225009293
16469,373960.9690131109
2825,181524.03958754963
6450,441748.1512950633
11366,184613.88901492444
3801,381362.6791781993
11385,190222.7151653815
1079,186457.35549902866
3202,267070.0987653416
676,213690.4649329779
6185,299750.4623835284
7730,166836.25018038484
2573,184546.40460111861
10978,214665.89809695948
10962,255189.93509360348
8870,188176.46410440345
8496,181147.88605306414
5517,179271.3851558892
927,170024.21086275854
13675,193431.31740478572
1499,223642.7762439959
15536,333663.7932494757
8602,321859.5952056277
12137,375070.89412961085
9865,248093.57875556368
16353,281775.12767857563
15908,220592.41002246315
3944,192726.2774274868
10359,198809.42960268032
15158,203164.28711746098
3259,264746.81027976813
7220,312624.25131303974
13843,222219.17551978535
16736,181979.11458947178
702,252333.13842185788
16401,161422.7835032784
12134,198222.88477616562
6918,207278.93149752545
11792,134147.2766016527
3798,152340.15640731817
10395,135874.47587798772
11099,147081.64218650796
7090,198210.71057186823
11260,200657.6667278414
9647,221296.1447644469
2903,377076.9674252232
2071,189933.95133852417
8604,190496.53940227992
9346,206809.85279583198
3945,199712.22140334532
3420,122780.7459624041
10842,126999.51083387213
725,163567.67582324336
13931,193705.79043092756
16330,241364.3939667284
9066,407375.57249488786
3326,274214.43540154846
1556,274759.4712308275
6579,110296.3741589552
13877,166311.7924435764
9857,350675.11050025077
7302,256483.52552348597
5684,189174.8902658111
6513,237421.55474508513
11342,107378.17185971605
16561,243945.18596908223
6885,183241.1395397253
9308,182447.663906312
2559,190033.27377740561
6648,180756.97807021427
15260,167393.7416738099
5113,189482.05698635278
16492,205062.50648465677
12034,274653.63889669196
7248,221687.53607066532
2171,229627.59034950257
10594,161698.83090329354
13241,207042.047650898
7032,144972.8034268152
4884,174384.1191944594
903,225342.9233675539
162,177206.432146335
6566,269035.62706527894
8249,119414.73529565654
13106,197548.32170681425
256,127159.91295881788
7976,169434.9628336074
8575,198294.34153019596
7591,265237.42389763135
3204,203080.39396192957
15804,195653.25167276035
1525,314591.8748304257
9038,200163.7719616253
13628,200025.31214592743
10016,211388.68302161686
10208,227526.18424156331
2008,201729.36760792526
13029,207966.90271772366
5099,127490.48445658188
9923,278852.18241942866
9461,131771.06025177555
11086,187448.9820242887
15057,261110.88806757302
10689,179055.3448456806
2053,194174.6706696118
16630,159298.75654830915
4985,161616.48858840577
13881,279230.3170304834
13225,206563.02508950548
5779,70657.55442500497
10262,172067.08732660316
10762,216501.49013550443
9513,199077.94059612826
11128,156161.2772181946
2074,278127.43698643235
933,179706.64736167685
2780,173246.49298603844
6594,111707.88586556699
15394,300946.4485183053
14863,151934.30507170595
6698,220250.28395385214
1611,267625.2068511371
174,190702.53527138566
5160,239207.4901222859
3295,323112.5351015005
4559,339362.7021444016
8254,157275.61194489824
10228,103117.94838221479
13924,132127.69850429325
15341,244701.57417140444
4353,157933.12491207753
4334,70704.45928670793
1872,176389.29295030382
7823,179183.4858724241
310,155095.73272048615
3704,219112.6587779328
11615,231188.69424167174
6605,224888.509952536
3381,182488.72633344936
2143,149562.0764602576
3191,243250.63426466112
13980,126237.97476962477
15613,167539.20426215965
10943,178791.93344593392
9654,172238.26475499588
16053,447295.01287143753
14931,210055.06658848538
8299,258225.54258488596
2147,174185.2178906491
11567,522952.8561698091
5905,139781.49992052812
11160,117691.78532901284
8275,138276.09322547456
16398,232465.69143309773
11229,188811.05623639017
10309,168985.51031441177
7340,257128.1115185654
7653,161602.79115436866
272,218448.240183543
9831,217861.35004111845
5016,147607.8830405506
5968,74877.43759511267
796,254091.2741677208
12123,140451.0780064843
16629,173141.03106643225
2637,175951.65937439975
6194,232023.9769887153
6216,352832.82161556423
14346,185586.3491724738
6428,132100.17133891088
2891,247678.72280318022
84,174390.44395820168
9260,232627.0428030472
15250,131041.08066265829
2348,195374.69926877788
10427,261258.70672632306
13230,224486.8401038285
1691,210473.26704880767
8803,131851.09323552626
5464,247011.5247311339
10559,113366.61649868533
16787,290988.920623767
4278,148041.8750472371
6183,156506.92288900053
12775,164210.92377951174
10104,180159.07783550367
13663,189429.24808680595
9404,259891.37813978505
14724,224201.0906558432
10040,190572.61602010136
4646,185152.5025795117
4754,161036.60059204636
3310,217128.59822891094
2003,188617.4399231139
7312,228005.54549851763
10921,238299.36204076084
13419,271928.0643272681
10105,164295.13849288947
2196,426033.3170180226
12659,257288.3450339555
4380,221361.85619728413
10847,156813.25067113095
10805,260980.88851591529
8709,93427.51483294157
8319,184458.10218141702
2215,199465.66446888048
7000,188401.26484328214
7701,101195.70074752266
9678,174135.31297668655
14026,188245.52658612683
7971,161155.10827072602
13734,148781.4696114916
16483,212128.22493450387
6150,208745.95584629223
2931,279127.87645730743
5418,185030.69367714535
1662,401588.765968065
2441,219366.15303535655
669,112338.55678531129
7734,169701.6417529995
6010,230823.52150434026
266,142039.90105661325
632,138341.0114094497
16221,115076.79027630448
11832,166972.19042476834
5035,128017.76496147133
37,121564.11643796449
6168,181454.34790189765
11757,192977.7899311069
8086,140673.74988675694
6529,230691.47874700266
15121,195383.1635158674
13904,145384.46810724988
3711,158692.78803781525
16563,120260.37496576816
14494,189818.07347132036
3006,216272.95715473616
15299,109514.72509725603
92,293511.3610921874
8066,181825.85522376804
16071,201056.1128191626
10662,138835.61587103756
3883,221205.57682854432
5511,119842.94972348487
2821,290159.0936569842
9570,194395.7589894904
4326,252266.41720975883
9251,229441.72343865546
9031,207570.25454565874
12689,201330.2857121494
16380,242335.02940907108
1053,222677.45348313486
4568,162152.62569147878
16140,107044.36068269469
14356,373782.61142860807
8466,179678.00662355695
15652,145645.26385976115
3285,118819.26493537155
3198,164339.0165543452
14088,401615.16453815484
2268,139925.7458415827
15472,206478.04387183502
1203,194369.43443926945
7157,329633.81386813585
6886,198787.07535230092
5083,253517.25822497855
7467,120663.34122204961
14068,202521.51111408498
2080,190142.97431690738
10865,153431.10749431822
13516,181747.18354270104
14150,214936.14787734541
7609,110684.70551144819
2144,372171.08507957915
10357,201804.83154154834
2396,243071.60693770117
1526,368375.10704036447
10890,234207.42365260117
8638,410324.55368461384
6050,269521.4355896182
7639,107975.658338527
10544,200502.65490332458
9577,224065.8038336913
13195,215440.65310300718
3484,221832.3153694548
16668,410928.57424823
7171,183952.53310152687
8547,211374.36531249442
12735,211985.73302202078
9093,196418.01964562575
15323,243115.42155619248
14897,140541.91198352363
5135,148434.41678893848
5327,223468.74247701064
13133,249380.7255594562
1676,307091.57390358945
16296,284462.2059759949
1095,149547.17891744175
12528,156399.37417189436
7348,274340.8319550112
11663,171685.40619451244
1803,191343.6060140238
1510,243115.29764421005
16045,191049.73857502622
2900,145228.09183296366
3236,171560.66746591017
1318,262271.8876395709
14948,239947.07120764
7840,328641.9749235385
15325,184924.74584827083
8700,153347.88737544813
15706,193707.99556311674
14449,161637.5340143458
16117,185295.89255521455
4529,205424.04553264234
11199,189050.3433737707
4052,327921.3807214049
821,209054.0995618552
68,250123.1207375992
554,119232.37263952586
452,184708.72245501436
11394,274366.84687098616
11393,172594.97918983354
9535,159990.37733190728
4024,188298.03057237822
10069,214827.93393121083
12007,170452.24691877502
12368,387776.38610265596
1259,343561.7022335183
1124,303914.1666976743
3707,192440.4438788601
8767,166749.72343015045
1919,160511.01241985775
16741,160947.7789806445
6664,273333.43152522296
5688,344225.1129236112
7799,164830.02087083168
14843,314674.64749170834
7532,153431.1841983705
8133,148505.240034804
6264,333918.8008595087
4125,170516.49127880306
2410,186795.0031433757
13607,207479.2501123231
1716,269868.38189421175
1370,133960.86456873166
2273,398696.58914836997
15298,323647.7708627543
4284,243398.20716761015
12303,166590.06783048116
7808,140965.36708173185
2203,140873.7186277034
7237,125979.94241295524
15864,159511.04812227184
2844,179156.3652343286
5729,174051.97818819608
11812,329974.87458048953
1779,185632.17324574455
6442,138288.78244072857
6160,215580.08939576405
8266,194810.63506188695
9903,156180.21653324846
2867,135332.65707076347
6998,179563.95641284328
13932,162836.12555852046
12587,156773.4679596326
3611,244531.797371322
2646,276535.42411576136
1890,164146.64759224467
860,244263.02136269477
14187,195562.60598377246
12569,278194.73866480665
1276,99912.60230663639
12025,216326.18933130105
4890,286176.33334219427
14410,279797.4575997841
10352,347695.71159269026
11407,202346.2288512158
10384,169687.59286571105
7622,324055.8007764277
12578,163519.93265703286
15820,171333.71756713846
563,209237.50278550695
15226,155259.24338537612
6396,213336.05539087474
6247,146393.43676022778
3339,155401.15371962823
10975,280191.715807982
7475,105059.27825741791
11129,185253.5632017552
3051,254878.5858902915
10232,226198.7853448119
14106,185243.0101574241
5502,233613.48504269056
4558,73734.79940046954
4181,134214.79840798612
8426,126281.23428373966
6611,187389.68575867746
14641,144542.37711911526
15539,263843.4803913578
13119,130222.17781766891
11716,166721.30819502223
7316,257322.4084079791
7791,112288.851140346
13034,294683.79151256016
1068,231031.4102814952
4060,156920.7616951575
10172,218194.67652046095
2591,192742.36267680104
12494,342858.0006767113
7828,300485.0433091997
15284,178520.74593656987
7947,180186.67831077517
16335,212398.40049512812
10234,355637.93822300376
2797,255171.29668871753
5341,252859.79014967728
3059,288676.6344707961
1559,70435.04921456632
15320,266284.2370525078
10284,358135.9767626771
4134,223403.8051294877
4481,214773.08535359733
7222,172260.96509424885
4062,221162.60661308037
2192,244410.33252468068
9637,178371.57712770562
16236,175092.35545002992
4272,166693.03558438615
9406,282637.4646278444
14309,220836.4546191517
1946,299001.0045166497
16235,231459.18529504727
7146,170217.8513273714
16784,213246.91012070878
349,329840.995131122
6251,175501.39331504906
5128,374329.00628288684
11718,170774.00920596026
16721,105549.58994766869
12517,212350.07269591716
15961,194012.69703900284
9428,161593.12132836203
14541,150038.94968778567
10168,134602.09806611665
11270,161736.1467673787
13210,229689.14195938737
11518,162691.76094604464
12612,179306.8032503316
16352,122723.81964833937
9935,140013.71016846722
15521,263237.1985779671
11482,186705.0807807338
11443,188645.61427280612
9459,236265.95444163983
9218,178520.66063677508
854,143856.92659688034
5619,132576.58904914375
9208,171415.4190853663
4391,135586.3441671651
15207,164242.88076625345
7183,186571.4306784517
16442,211868.74706629346
7936,95029.834390656
10606,367951.1044824385
4979,156357.61133547503
4854,295981.43433888647
16476,129052.10158355147
10516,151061.3942541465
16261,283852.9663738106
90,409164.5836128359
5433,175005.70767235386
14338,134127.60558339453
13487,288536.1708926091
8211,450524.2652359612
170,143719.4110751727
14051,99515.34207312466
10686,169262.63211331228
7595,247331.913577939
6777,433785.959010225
14661,179748.84931634358
13991,318261.6469447498
16795,172668.03994725528
2740,127403.39528630266
7368,318265.8131410731
2413,255260.21559464023
1852,472972.2945383748
15200,409055.3491611898
8467,333488.4191101373
16379,259376.07404166664
3375,180657.79120792483
5945,470263.4816116501
2641,166711.82489453364
2837,300405.27869923844
3498,216711.92648846318
10876,157983.77612595249
1285,237036.49719845538
9285,202578.978811677
4015,316565.90521831857
2526,192696.74101802133
7814,209580.67016075214
7117,281268.6231426399
12359,113442.94520073786
3303,257872.65731219843
13874,178491.28038662334
5484,188220.7570753663
15067,157113.55421943677
12639,216784.31688581043
3388,225665.64828959524
4256,197445.04610991367
15738,211625.1288611193
14049,188623.37388536628
15780,185938.3279335586
9564,172646.0063380038
11910,211345.85508969243
11315,199343.29256774782
1733,167162.72489896772
3910,366155.755337341
7552,483769.3604684345
254,217252.9848806368
5222,182518.9530020462
8314,240542.76912375982
16743,159677.65098859125
10335,128217.17390958693
8226,281590.78337400797
12254,218062.80177990848
13152,213758.50809798978
15020,202173.7283044947
16349,232812.97348443337
11924,156149.97446604204
12543,184224.25870888977
14114,235424.30316914967
12318,259279.59980616995
15383,177731.9638362267
6679,213993.61345310815
635,174058.12704273112
15993,263309.35258465813
11375,208027.94422722197
11216,183309.36843292034
15401,233243.27686691692
11301,141426.0061502967
13804,275540.08826336224
10839,190266.51811843543
1588,316008.40610003134
3596,182835.56383820839
5816,162704.4902030428
8099,146290.48891363977
6551,197496.46510208826
14075,498028.97509026644
13431,200264.5711274779
9481,331277.4220383947
5295,164016.2603172221
15859,349457.05333023326
10634,379299.05975808314
444,223314.02710767265
11686,275233.444547438
1213,209512.967234251
13970,225542.99043149696
6849,375200.4200892249
9911,249423.69602080714
5649,152447.09794535607
7184,232202.01243682933
5877,285545.07397733035
1655,204985.6471271736
15301,209699.199753604
12389,243119.7494122306
5241,278464.7492126384
7048,159315.4981519355
10574,133264.08395823493
8593,134307.78689967757
4752,178045.28328011348
14663,192716.4662293125
10994,215781.96139990308
87,70692.92358847261
5132,126617.0803833174
6372,411892.7168879194
7411,299073.7133463541
3319,237883.0662679276
9355,125841.65961312625
5139,255953.53066362854
56,298854.99753159157
3249,154297.08579484237
5047,84498.62644678228
13238,252968.6608683206
2190,263357.05354018277
15599,178915.85100329597
6542,165120.32702785323
1968,187131.24451209084
5630,181710.34500735588
9157,281080.52368545946
789,202945.35383897572
1413,270392.518791886
12514,263494.5637418889
13459,143922.94300321862
1345,219478.91656220716
4034,209679.4183275117
15169,153868.92329443918
6770,226622.41306903295
3334,192884.34710097406
12998,154054.8779384526
15870,226680.79053187912
1871,160562.83280553
5770,122244.58836381065
13196,118091.61725494236
7633,212381.51879776505
10699,216426.37746712737
15470,198888.47891959778
1903,507926.38653713465
13860,172274.76660558995
7649,208857.3153689941
11043,218128.60455578667
2922,231138.73008766276
7538,308978.87620058854
9477,113528.02212574857
117,486510.0887640804
1457,259809.46035089967
7082,166374.1370273974
3053,262451.2072080106
12522,109314.04615935024
5744,412262.36383562756
13566,328840.1232559073
1464,140671.58147227016
3852,135339.43644306913
9557,227588.90685079712
14719,399058.54520097544
13978,139715.89882719502
3286,155421.55621624808
13019,339251.6201334326
1421,174141.2866962144
13502,182103.1805373542
14811,128417.71972674855
9297,316396.4553798402
7749,490852.37963786296
16555,150492.27954278272
14576,182026.09132743903
12766,144855.1173581293
4679,201827.73695411143
10033,190715.50818998582
11231,228241.1414021887
15112,155450.38804840817
10617,180691.5438646939
2175,169778.28358708718
16502,460733.3673304587
10106,191845.88532645136
12561,150530.20082635892
15907,239084.779093936
8069,124061.40246492543
8316,124566.35903184283
12343,253039.86341491263
12092,164751.0295949647
1527,179614.64766370744
10010,228954.60842215692
655,105041.33946573928
10549,152203.32372606648
3248,126218.51609143197
13499,294988.1328520698
14959,206540.08585461773
6070,154347.32626127868
11360,229495.00282855902
12102,195941.14015283986
11870,293575.9925489634
3713,107873.45522347072
3230,158379.82029983425
7742,225504.19033379862
15092,331654.555498247
8728,300622.82739044464
